target_id,qval_illumina_25,b_illumina_25,qval_illumina_30,b_illumina_30,qval_EPS_RNA_25,b_EPS_RNA_25,qval_SRR_RNA_30,b_SRR_RNA_30
lcl|NC_014931.1_cds_WP_013538536.1_67,0.014799433,-0.510471101,0.003570202,0.767540236,NA,NA,NA,NA
lcl|NC_014931.1_cds_WP_013538537.1_68,7.99E-12,-0.975686186,NA,NA,8.92E-46,2.53818368,NA,NA
lcl|NC_014931.1_cds_WP_013538539.1_69,0.001657341,-1.097428656,0.034039808,0.678848631,6.30E-63,3.188583963,NA,NA
lcl|NC_014931.1_cds_WP_013538540.1_70,NA,NA,1.24E-04,-0.894488798,1.26E-09,0.792813926,1.22E-13,-0.695825973
lcl|NC_014931.1_cds_WP_013538541.1_71,0.018981098,-0.806039034,NA,NA,NA,NA,0.004238454,-0.615399379
lcl|NC_014931.1_cds_WP_013538542.1_72,NA,NA,5.51E-06,-1.450806767,4.78E-04,-1.062852217,3.53E-04,-0.527055668
lcl|NC_014931.1_cds_WP_013538543.1_73,NA,NA,1.46E-07,-3.012558545,2.00E-49,-2.775717459,NA,NA
lcl|NC_014931.1_cds_WP_013538544.1_74,NA,NA,9.25E-46,-3.116247093,4.52E-111,-2.806606536,NA,NA
lcl|NC_014931.1_cds_WP_013538545.1_75,NA,NA,4.33E-11,-1.484579438,NA,NA,6.08E-08,-0.640181075
lcl|NC_014931.1_cds_WP_013538546.1_76,2.42E-28,0.934597142,0.013418634,-0.686039662,6.67E-10,0.781733355,8.95E-08,0.615401608
lcl|NC_014931.1_cds_WP_013538547.1_77,NA,NA,0.025917656,0.5189769,NA,NA,NA,NA
lcl|NC_014931.1_cds_WP_013538548.1_78,5.07E-14,-1.403028181,0.003217155,0.815358835,NA,NA,8.75E-05,-0.461306131
lcl|NC_014931.1_cds_WP_013538549.1_79,NA,NA,0.005877014,0.678543093,0.028132917,0.375376739,NA,NA
lcl|NC_014931.1_cds_WP_013538551.1_80,NA,NA,NA,NA,NA,NA,3.89E-04,-0.752149712
lcl|NC_014931.1_cds_WP_013538552.1_81,NA,NA,NA,NA,NA,NA,3.13E-11,-1.512960179
